SERIAL,YUEHUO08,weight,,,
1851,1,0.000188857,0.82152795,,
1853,1,0.000188857,0.82152795,,
1854,1,0.000188857,0.82152795,,
1857,1,0.000188857,0.82152795,,
1861,1,0.000188857,0.82152795,,
1862,1,0.000188857,0.82152795,,
1867,1,0.000188857,0.82152795,,
1868,1,0.000188857,0.82152795,,
1869,1,0.000188857,0.82152795,,
1870,1,0.000188857,0.82152795,,
1874,1,0.000188857,0.82152795,,
1875,1,0.000188857,0.82152795,,
1877,1,0.000188857,0.82152795,,
1880,0,0.000229885,,,
1881,1,0.000188857,0.82152795,,
1883,1,0.000188857,0.82152795,,
1884,1,0.000188857,0.82152795,,
1887,1,0.000188857,0.82152795,,
1888,1,0.000188857,0.82152795,,
1890,1,0.000188857,0.82152795,,
1896,1,0.000188857,0.82152795,,
1897,1,0.000188857,0.82152795,,
1900,1,0.000188857,0.82152795,,
1901,1,0.000188857,0.82152795,,
1902,1,0.000188857,0.82152795,,
1905,1,0.000188857,0.82152795,,
1906,1,0.000188857,0.82152795,,
1911,1,0.000188857,0.82152795,,
1915,1,0.000188857,0.82152795,,
1916,1,0.000188857,0.82152795,,
1918,1,0.000188857,0.82152795,,
1919,1,0.000188857,0.82152795,,
1920,1,0.000188857,0.82152795,,
1921,1,0.000188857,0.82152795,,
1922,1,0.000188857,0.82152795,,
1923,1,0.000188857,0.82152795,,
1926,1,0.000188857,0.82152795,,
1932,1,0.000188857,0.82152795,,
1937,1,0.000188857,0.82152795,,
1942,1,0.000188857,0.82152795,,
1944,1,0.000188857,0.82152795,,
1945,1,0.000188857,0.82152795,,
1949,1,0.000188857,0.82152795,,
1951,1,0.000188857,0.82152795,,
1954,1,0.000188857,0.82152795,,
1955,1,0.000188857,0.82152795,,
1957,1,0.000188857,0.82152795,,
1959,1,0.000188857,0.82152795,,
1960,1,0.000188857,0.82152795,,
1963,1,0.000188857,0.82152795,,
1964,1,0.000188857,0.82152795,,
1968,1,0.000188857,0.82152795,,
1970,1,0.000188857,0.82152795,,
1971,1,0.000188857,0.82152795,,
1975,1,0.000188857,0.82152795,,
1977,1,0.000188857,0.82152795,,
1981,1,0.000188857,0.82152795,,
1983,1,0.000188857,0.82152795,,
1987,1,0.000188857,0.82152795,,
1992,1,0.000188857,0.82152795,,
1993,1,0.000188857,0.82152795,,
1994,1,0.000188857,0.82152795,,
1996,1,0.000188857,0.82152795,,
1997,1,0.000188857,0.82152795,,
1998,1,0.000188857,0.82152795,,
1999,1,0.000188857,0.82152795,,
2000,1,0.000188857,0.82152795,,
2003,1,0.000188857,0.82152795,,
2005,1,0.000188857,0.82152795,,
2007,1,0.000188857,0.82152795,,
2011,1,0.000188857,0.82152795,,
2013,1,0.000188857,0.82152795,,
2014,1,0.000188857,0.82152795,,
2016,1,0.000188857,0.82152795,,
2021,1,0.000188857,0.82152795,,
2022,1,0.000188857,0.82152795,,
2023,1,0.000188857,0.82152795,,
2024,1,0.000188857,0.82152795,,
2025,1,0.000188857,0.82152795,,
2028,1,0.000188857,0.82152795,,
2030,1,0.000188857,0.82152795,,
2031,1,0.000188857,0.82152795,,
2033,1,0.000188857,0.82152795,,
2034,1,0.000188857,0.82152795,,
2035,1,0.000188857,0.82152795,,
2040,1,0.000188857,0.82152795,,
2043,1,0.000188857,0.82152795,,
2044,1,0.000188857,0.82152795,,
2045,1,0.000188857,0.82152795,,
2046,1,0.000188857,0.82152795,,
2047,1,0.000188857,0.82152795,,
2048,1,0.000188857,0.82152795,,
2050,1,0.000188857,0.82152795,,
2052,1,0.000188857,0.82152795,,
2055,1,0.000188857,0.82152795,,
2058,0,0.000229885,,,
2062,1,0.000188857,0.82152795,,
2065,1,0.000188857,0.82152795,,
2068,1,0.000188857,0.82152795,,
2070,1,0.000188857,0.82152795,,
2076,1,0.000188857,0.82152795,,
2077,1,0.000188857,0.82152795,,
2080,1,0.000188857,0.82152795,,
2081,1,0.000188857,0.82152795,,
2082,1,0.000188857,0.82152795,,
2083,1,0.000188857,0.82152795,,
2084,1,0.000188857,0.82152795,,
2085,1,0.000188857,0.82152795,,
2086,1,0.000188857,0.82152795,,
2088,1,0.000188857,0.82152795,,
2089,1,0.000188857,0.82152795,,
2091,1,0.000188857,0.82152795,,
2094,1,0.000188857,0.82152795,,
2096,1,0.000188857,0.82152795,,
2097,1,0.000188857,0.82152795,,
2098,1,0.000188857,0.82152795,,
2099,1,0.000188857,0.82152795,,
2102,1,0.000188857,0.82152795,,
2103,1,0.000188857,0.82152795,,
2106,1,0.000188857,0.82152795,,
2109,1,0.000188857,0.82152795,,
2113,1,0.000188857,0.82152795,,
2114,1,0.000188857,0.82152795,,
2118,1,0.000188857,0.82152795,,
2119,1,0.000188857,0.82152795,,
2121,2,0.001621418,,,
2124,1,0.000188857,0.82152795,,
2125,1,0.000188857,0.82152795,,
2126,1,0.000188857,0.82152795,,
2128,1,0.000188857,0.82152795,,
2130,1,0.000188857,0.82152795,,
2132,1,0.000188857,0.82152795,,
2135,1,0.000188857,0.82152795,,
2137,1,0.000188857,0.82152795,,
2138,1,0.000188857,0.82152795,,
2141,1,0.000188857,0.82152795,,
2142,1,0.000188857,0.82152795,,
2143,1,0.000188857,0.82152795,,
2144,1,0.000188857,0.82152795,,
2147,2,0.001621418,,,
2149,1,0.000188857,0.82152795,,
2150,1,0.000188857,0.82152795,,
2153,1,0.000188857,0.82152795,,
2156,1,0.000188857,0.82152795,,
2157,1,0.000188857,0.82152795,,
2160,1,0.000188857,0.82152795,,
2162,2,0.001621418,,,
2167,1,0.000188857,0.82152795,,
2168,1,0.000188857,0.82152795,,
2169,1,0.000188857,0.82152795,,
2170,1,0.000188857,0.82152795,,
2171,1,0.000188857,0.82152795,,
2172,1,0.000188857,0.82152795,,
2173,1,0.000188857,0.82152795,,
2175,1,0.000188857,0.82152795,,
2176,1,0.000188857,0.82152795,,
2179,1,0.000188857,0.82152795,,
2184,1,0.000188857,0.82152795,,
2187,1,0.000188857,0.82152795,,
2189,1,0.000188857,0.82152795,,
2193,1,0.000188857,0.82152795,,
2198,1,0.000188857,0.82152795,,
2199,1,0.000188857,0.82152795,,
2202,1,0.000188857,0.82152795,,
2203,1,0.000188857,0.82152795,,
2205,0,0.000229885,,,
2207,1,0.000188857,0.82152795,,
2208,1,0.000188857,0.82152795,,
2209,1,0.000188857,0.82152795,,
2210,1,0.000188857,0.82152795,,
2211,1,0.000188857,0.82152795,,
2212,1,0.000188857,0.82152795,,
2213,1,0.000188857,0.82152795,,
2214,1,0.000188857,0.82152795,,
2216,1,0.000188857,0.82152795,,
2217,1,0.000188857,0.82152795,,
2218,1,0.000188857,0.82152795,,
2219,1,0.000188857,0.82152795,,
2220,1,0.000188857,0.82152795,,
2222,1,0.000188857,0.82152795,,
2224,1,0.000188857,0.82152795,,
2227,1,0.000188857,0.82152795,,
2229,1,0.000188857,0.82152795,,
2230,1,0.000188857,0.82152795,,
2237,1,0.000188857,0.82152795,,
2240,1,0.000188857,0.82152795,,
2243,0,0.000229885,,,
2247,1,0.000188857,0.82152795,,
2248,1,0.000188857,0.82152795,,
2255,1,0.000188857,0.82152795,,
2256,1,0.000188857,0.82152795,,
2262,1,0.000188857,0.82152795,,
2263,1,0.000188857,0.82152795,,
2269,1,0.000188857,0.82152795,,
2275,1,0.000188857,0.82152795,,
2276,1,0.000188857,0.82152795,,
2278,1,0.000188857,0.82152795,,
2279,1,0.000188857,0.82152795,,
2281,1,0.000188857,0.82152795,,
2282,1,0.000188857,0.82152795,,
2286,1,0.000188857,0.82152795,,
2287,1,0.000188857,0.82152795,,
2290,1,0.000188857,0.82152795,,
2291,1,0.000188857,0.82152795,,
2292,1,0.000188857,0.82152795,,
2295,1,0.000188857,0.82152795,,
2296,1,0.000188857,0.82152795,,
2297,1,0.000188857,0.82152795,,
2298,1,0.000188857,0.82152795,,
2300,2,0.001621418,,,
2302,1,0.000188857,0.82152795,,
2303,1,0.000188857,0.82152795,,
2305,1,0.000188857,0.82152795,,
2306,1,0.000188857,0.82152795,,
2310,1,0.000188857,0.82152795,,
2311,2,0.001621418,,,
2314,1,0.000188857,0.82152795,,
2315,1,0.000188857,0.82152795,,
2319,1,0.000188857,0.82152795,,
2322,2,0.001621418,,,
2325,0,0.000229885,,,
2326,1,0.000188857,0.82152795,,
2327,1,0.000188857,0.82152795,,
2328,1,0.000188857,0.82152795,,
2333,1,0.000188857,0.82152795,,
2334,1,0.000188857,0.82152795,,
2336,1,0.000188857,0.82152795,,
2340,1,0.000188857,0.82152795,,
2341,0,0.000229885,,,
2342,1,0.000188857,0.82152795,,
2345,1,0.000188857,0.82152795,,
2346,1,0.000188857,0.82152795,,
2349,1,0.000188857,0.82152795,,
2351,1,0.000188857,0.82152795,,
2354,1,0.000188857,0.82152795,,
2355,1,0.000188857,0.82152795,,
2358,1,0.000188857,0.82152795,,
2360,1,0.000188857,0.82152795,,
2363,1,0.000188857,0.82152795,,
2364,1,0.000188857,0.82152795,,
2367,1,0.000188857,0.82152795,,
2368,1,0.000188857,0.82152795,,
2369,1,0.000188857,0.82152795,,
2370,1,0.000188857,0.82152795,,
2371,1,0.000188857,0.82152795,,
2373,1,0.000188857,0.82152795,,
2374,1,0.000188857,0.82152795,,
2375,1,0.000188857,0.82152795,,
2376,1,0.000188857,0.82152795,,
2378,1,0.000188857,0.82152795,,
2379,1,0.000188857,0.82152795,,
2380,1,0.000188857,0.82152795,,
2384,1,0.000188857,0.82152795,,
2389,1,0.000188857,0.82152795,,
2390,1,0.000188857,0.82152795,,
2393,1,0.000188857,0.82152795,,
2395,1,0.000188857,0.82152795,,
2396,0,0.000229885,,,
2397,1,0.000188857,0.82152795,,
2399,1,0.000188857,0.82152795,,
2400,1,0.000188857,0.82152795,,
2402,2,0.001621418,,,
2403,1,0.000188857,0.82152795,,
2405,1,0.000188857,0.82152795,,
2408,1,0.000188857,0.82152795,,
2412,1,0.000188857,0.82152795,,
2414,1,0.000188857,0.82152795,,
2416,1,0.000188857,0.82152795,,
2417,1,0.000188857,0.82152795,,
2418,1,0.000188857,0.82152795,,
2422,1,0.000188857,0.82152795,,
2426,1,0.000188857,0.82152795,,
2429,1,0.000188857,0.82152795,,
2435,1,0.000188857,0.82152795,,
2440,1,0.000188857,0.82152795,,
2441,1,0.000188857,0.82152795,,
2449,1,0.000188857,0.82152795,,
2450,1,0.000188857,0.82152795,,
2452,1,0.000188857,0.82152795,,
2456,1,0.000188857,0.82152795,,
2460,1,0.000188857,0.82152795,,
2462,1,0.000188857,0.82152795,,
2463,1,0.000188857,0.82152795,,
2464,1,0.000188857,0.82152795,,
2465,1,0.000188857,0.82152795,,
2467,1,0.000188857,0.82152795,,
2470,1,0.000188857,0.82152795,,
2472,1,0.000188857,0.82152795,,
2473,1,0.000188857,0.82152795,,
2474,1,0.000188857,0.82152795,,
2475,1,0.000188857,0.82152795,,
2476,1,0.000188857,0.82152795,,
2478,1,0.000188857,0.82152795,,
2479,1,0.000188857,0.82152795,,
2480,1,0.000188857,0.82152795,,
2482,1,0.000188857,0.82152795,,
2485,2,0.001621418,,,
2486,1,0.000188857,0.82152795,,
2488,1,0.000188857,0.82152795,,
2489,1,0.000188857,0.82152795,,
2490,1,0.000188857,0.82152795,,
2491,1,0.000188857,0.82152795,,
2493,1,0.000188857,0.82152795,,
2494,1,0.000188857,0.82152795,,
2495,1,0.000188857,0.82152795,,
2502,1,0.000188857,0.82152795,,
2506,1,0.000188857,0.82152795,,
2508,1,0.000188857,0.82152795,,
2511,1,0.000188857,0.82152795,,
2518,1,0.000188857,0.82152795,,
2522,1,0.000188857,0.82152795,,
2525,1,0.000188857,0.82152795,,
2528,1,0.000188857,0.82152795,,
2533,1,0.000188857,0.82152795,,
2534,1,0.000188857,0.82152795,,
2540,1,0.000188857,0.82152795,,
2541,1,0.000188857,0.82152795,,
2547,1,0.000188857,0.82152795,,
2548,1,0.000188857,0.82152795,,
2549,1,0.000188857,0.82152795,,
2550,1,0.000188857,0.82152795,,
2551,1,0.000188857,0.82152795,,
2552,1,0.000188857,0.82152795,,
2554,1,0.000188857,0.82152795,,
2556,1,0.000188857,0.82152795,,
2559,1,0.000188857,0.82152795,,
2560,1,0.000188857,0.82152795,,
2563,1,0.000188857,0.82152795,,
2564,1,0.000188857,0.82152795,,
2567,1,0.000188857,0.82152795,,
2568,0,0.000229885,,,
2569,1,0.000188857,0.82152795,,
2570,1,0.000188857,0.82152795,,
2571,1,0.000188857,0.82152795,,
2573,1,0.000188857,0.82152795,,
2577,1,0.000188857,0.82152795,,
2579,1,0.000188857,0.82152795,,
2581,1,0.000188857,0.82152795,,
2585,1,0.000188857,0.82152795,,
2590,1,0.000188857,0.82152795,,
2591,1,0.000188857,0.82152795,,
2592,1,0.000188857,0.82152795,,
2595,1,0.000188857,0.82152795,,
2596,1,0.000188857,0.82152795,,
2597,1,0.000188857,0.82152795,,
2598,1,0.000188857,0.82152795,,
2599,1,0.000188857,0.82152795,,
2603,1,0.000188857,0.82152795,,
2604,1,0.000188857,0.82152795,,
2605,1,0.000188857,0.82152795,,
2607,1,0.000188857,0.82152795,,
2608,1,0.000188857,0.82152795,,
2611,1,0.000188857,0.82152795,,
2612,1,0.000188857,0.82152795,,
2614,1,0.000188857,0.82152795,,
2615,1,0.000188857,0.82152795,,
2616,1,0.000188857,0.82152795,,
2618,1,0.000188857,0.82152795,,
2620,1,0.000188857,0.82152795,,
2623,1,0.000188857,0.82152795,,
2624,1,0.000188857,0.82152795,,
2625,1,0.000188857,0.82152795,,
2627,1,0.000188857,0.82152795,,
2628,1,0.000188857,0.82152795,,
2629,1,0.000188857,0.82152795,,
2630,1,0.000188857,0.82152795,,
2632,1,0.000188857,0.82152795,,
2638,1,0.000188857,0.82152795,,
2639,1,0.000188857,0.82152795,,
2642,1,0.000188857,0.82152795,,
2649,1,0.000188857,0.82152795,,
2650,1,0.000188857,0.82152795,,
2655,1,0.000188857,0.82152795,,
2659,1,0.000188857,0.82152795,,
2665,1,0.000188857,0.82152795,,
2666,1,0.000188857,0.82152795,,
2671,1,0.000188857,0.82152795,,
2673,1,0.000188857,0.82152795,,
2675,1,0.000188857,0.82152795,,
2683,1,0.000188857,0.82152795,,
2684,1,0.000188857,0.82152795,,
2688,1,0.000188857,0.82152795,,
2690,1,0.000188857,0.82152795,,
2691,1,0.000188857,0.82152795,,
2693,1,0.000188857,0.82152795,,
2697,1,0.000188857,0.82152795,,
2698,1,0.000188857,0.82152795,,
2703,1,0.000188857,0.82152795,,
2704,1,0.000188857,0.82152795,,
2707,1,0.000188857,0.82152795,,
2709,1,0.000188857,0.82152795,,
2710,1,0.000188857,0.82152795,,
2712,1,0.000188857,0.82152795,,
2713,1,0.000188857,0.82152795,,
2715,1,0.000188857,0.82152795,,
2717,1,0.000188857,0.82152795,,
2718,1,0.000188857,0.82152795,,
2719,1,0.000188857,0.82152795,,
2720,1,0.000188857,0.82152795,,
2721,1,0.000188857,0.82152795,,
2723,1,0.000188857,0.82152795,,
2724,1,0.000188857,0.82152795,,
2725,1,0.000188857,0.82152795,,
2727,1,0.000188857,0.82152795,,
2728,1,0.000188857,0.82152795,,
2729,1,0.000188857,0.82152795,,
2736,1,0.000188857,0.82152795,,
2740,1,0.000188857,0.82152795,,
2743,2,0.001621418,,,
2745,1,0.000188857,0.82152795,,
2751,1,0.000188857,0.82152795,,
2755,1,0.000188857,0.82152795,,
2758,1,0.000188857,0.82152795,,
2759,1,0.000188857,0.82152795,,
2761,1,0.000188857,0.82152795,,
2762,1,0.000188857,0.82152795,,
2764,1,0.000188857,0.82152795,,
2770,1,0.000188857,0.82152795,,
2771,1,0.000188857,0.82152795,,
2773,1,0.000188857,0.82152795,,
2774,1,0.000188857,0.82152795,,
2778,1,0.000188857,0.82152795,,
2781,1,0.000188857,0.82152795,,
2782,1,0.000188857,0.82152795,,
2785,1,0.000188857,0.82152795,,
2788,1,0.000188857,0.82152795,,
2789,1,0.000188857,0.82152795,,
2791,0,0.000229885,,,
2793,1,0.000188857,0.82152795,,
2795,1,0.000188857,0.82152795,,
2802,1,0.000188857,0.82152795,,
2803,2,0.001621418,,,
2804,2,0.001621418,,,
2812,0,0.000229885,,,
2815,1,0.000188857,0.82152795,,
2816,1,0.000188857,0.82152795,,
2818,1,0.000188857,0.82152795,,
2821,1,0.000188857,0.82152795,,
2822,1,0.000188857,0.82152795,,
2823,1,0.000188857,0.82152795,,
2827,1,0.000188857,0.82152795,,
2828,1,0.000188857,0.82152795,,
2832,1,0.000188857,0.82152795,,
2833,1,0.000188857,0.82152795,,
2834,1,0.000188857,0.82152795,,
2835,1,0.000188857,0.82152795,,
2839,2,0.001621418,,,
2841,1,0.000188857,0.82152795,,
2842,1,0.000188857,0.82152795,,
2843,1,0.000188857,0.82152795,,
2844,1,0.000188857,0.82152795,,
2845,1,0.000188857,0.82152795,,
2848,1,0.000188857,0.82152795,,
2856,1,0.000188857,0.82152795,,
2857,1,0.000188857,0.82152795,,
2858,1,0.000188857,0.82152795,,
2859,1,0.000188857,0.82152795,,
2865,1,0.000188857,0.82152795,,
2866,1,0.000188857,0.82152795,,
2868,1,0.000188857,0.82152795,,
2870,1,0.000188857,0.82152795,,
2871,1,0.000188857,0.82152795,,
2872,1,0.000188857,0.82152795,,
2876,1,0.000188857,0.82152795,,
2877,1,0.000188857,0.82152795,,
2878,0,0.000229885,,,
2881,1,0.000188857,0.82152795,,
2885,1,0.000188857,0.82152795,,
2886,1,0.000188857,0.82152795,,
2893,1,0.000188857,0.82152795,,
2897,1,0.000188857,0.82152795,,
2899,1,0.000188857,0.82152795,,
2900,2,0.001621418,,,
2902,1,0.000188857,0.82152795,,
2903,1,0.000188857,0.82152795,,
2904,1,0.000188857,0.82152795,,
2905,1,0.000188857,0.82152795,,
2906,1,0.000188857,0.82152795,,
2907,1,0.000188857,0.82152795,,
2910,1,0.000188857,0.82152795,,
2913,1,0.000188857,0.82152795,,
2914,1,0.000188857,0.82152795,,
2918,1,0.000188857,0.82152795,,
2921,1,0.000188857,0.82152795,,
2922,1,0.000188857,0.82152795,,
2923,1,0.000188857,0.82152795,,
2925,1,0.000188857,0.82152795,,
2927,1,0.000188857,0.82152795,,
2928,1,0.000188857,0.82152795,,
2930,1,0.000188857,0.82152795,,
2933,1,0.000188857,0.82152795,,
2935,1,0.000188857,0.82152795,,
2941,1,0.000188857,0.82152795,,
2948,1,0.000188857,0.82152795,,
2951,1,0.000188857,0.82152795,,
2964,1,0.000188857,0.82152795,,
2966,1,0.000188857,0.82152795,,
2968,1,0.000188857,0.82152795,,
2969,1,0.000188857,0.82152795,,
2970,0,0.000229885,,,
2973,1,0.000188857,0.82152795,,
2977,1,0.000188857,0.82152795,,
2980,1,0.000188857,0.82152795,,
2981,1,0.000188857,0.82152795,,
2982,1,0.000188857,0.82152795,,
2983,0,0.000229885,,,
2986,1,0.000188857,0.82152795,,
2989,1,0.000188857,0.82152795,,
2990,1,0.000188857,0.82152795,,
2994,1,0.000188857,0.82152795,,
3000,1,0.000188857,0.82152795,,
3007,1,0.000188857,0.82152795,,
3009,1,0.000188857,0.82152795,,
3011,1,0.000188857,0.82152795,,
3014,1,0.000188857,0.82152795,,
3022,1,0.000188857,0.82152795,,
3038,1,0.000188857,0.82152795,,
3039,1,0.000188857,0.82152795,,
3049,1,0.000188857,0.82152795,,
3053,1,0.000188857,0.82152795,,
3055,1,0.000188857,0.82152795,,
3057,1,0.000188857,0.82152795,,
3058,1,0.000188857,0.82152795,,
3065,1,0.000188857,0.82152795,,
3067,1,0.000188857,0.82152795,,
3070,1,0.000188857,0.82152795,,
3071,1,0.000188857,0.82152795,,
3074,1,0.000188857,0.82152795,,
3076,1,0.000188857,0.82152795,,
3077,1,0.000188857,0.82152795,,
3078,1,0.000188857,0.82152795,,
3081,1,0.000188857,0.82152795,,
3084,1,0.000188857,0.82152795,,
3086,1,0.000188857,0.82152795,,
3089,1,0.000188857,0.82152795,,
3090,1,0.000188857,0.82152795,,
3095,1,0.000188857,0.82152795,,
3097,1,0.000188857,0.82152795,,
3098,1,0.000188857,0.82152795,,
3099,1,0.000188857,0.82152795,,
3101,1,0.000188857,0.82152795,,
3107,1,0.000188857,0.82152795,,
3111,1,0.000188857,0.82152795,,
3113,0,0.000229885,,,
3114,1,0.000188857,0.82152795,,
3117,1,0.000188857,0.82152795,,
3118,1,0.000188857,0.82152795,,
3121,1,0.000188857,0.82152795,,
3122,1,0.000188857,0.82152795,,
3125,1,0.000188857,0.82152795,,
3128,1,0.000188857,0.82152795,,
3129,1,0.000188857,0.82152795,,
3132,1,0.000188857,0.82152795,,
3133,1,0.000188857,0.82152795,,
3135,1,0.000188857,0.82152795,,
3136,1,0.000188857,0.82152795,,
3141,1,0.000188857,0.82152795,,
3142,1,0.000188857,0.82152795,,
3143,1,0.000188857,0.82152795,,
3144,0,0.000229885,,,
3147,1,0.000188857,0.82152795,,
3148,1,0.000188857,0.82152795,,
3149,1,0.000188857,0.82152795,,
3154,1,0.000188857,0.82152795,,
3156,1,0.000188857,0.82152795,,
3159,1,0.000188857,0.82152795,,
3160,1,0.000188857,0.82152795,,
3161,1,0.000188857,0.82152795,,
3162,1,0.000188857,0.82152795,,
3163,0,0.000229885,,,
3170,1,0.000188857,0.82152795,,
3171,1,0.000188857,0.82152795,,
3175,1,0.000188857,0.82152795,,
3177,1,0.000188857,0.82152795,,
3184,1,0.000188857,0.82152795,,
3185,1,0.000188857,0.82152795,,
3187,1,0.000188857,0.82152795,,
3188,1,0.000188857,0.82152795,,
3195,1,0.000188857,0.82152795,,
3199,1,0.000188857,0.82152795,,
3202,0,0.000229885,,,
3204,1,0.000188857,0.82152795,,
3205,1,0.000188857,0.82152795,,
3206,1,0.000188857,0.82152795,,
3208,1,0.000188857,0.82152795,,
3211,1,0.000188857,0.82152795,,
3212,1,0.000188857,0.82152795,,
3214,1,0.000188857,0.82152795,,
3217,0,0.000229885,,,
3218,2,0.001621418,,,
3220,1,0.000188857,0.82152795,,
3221,1,0.000188857,0.82152795,,
3222,1,0.000188857,0.82152795,,
3224,0,0.000229885,,,
3226,1,0.000188857,0.82152795,,
3228,1,0.000188857,0.82152795,,
3232,1,0.000188857,0.82152795,,
3234,1,0.000188857,0.82152795,,
3238,1,0.000188857,0.82152795,,
3245,1,0.000188857,0.82152795,,
3247,1,0.000188857,0.82152795,,
3248,1,0.000188857,0.82152795,,
3251,1,0.000188857,0.82152795,,
3253,1,0.000188857,0.82152795,,
3264,0,0.000229885,,,
3266,1,0.000188857,0.82152795,,
3267,1,0.000188857,0.82152795,,
3269,1,0.000188857,0.82152795,,
3270,1,0.000188857,0.82152795,,
3275,1,0.000188857,0.82152795,,
3328,1,0.000188857,0.82152795,,
3277,1,0.000188857,0.82152795,,
3280,1,0.000188857,0.82152795,,
3286,1,0.000188857,0.82152795,,
3289,1,0.000188857,0.82152795,,
3290,1,0.000188857,0.82152795,,
3291,1,0.000188857,0.82152795,,
3292,1,0.000188857,0.82152795,,
3297,1,0.000188857,0.82152795,,
3299,1,0.000188857,0.82152795,,
3304,1,0.000188857,0.82152795,,
3308,0,0.000229885,,,
3312,1,0.000188857,0.82152795,,
3316,1,0.000188857,0.82152795,,
3318,1,0.000188857,0.82152795,,
3321,1,0.000188857,0.82152795,,
3323,1,0.000188857,0.82152795,,
3324,1,0.000188857,0.82152795,,
3326,1,0.000188857,0.82152795,,
3327,1,0.000188857,0.82152795,,
3329,1,0.000188857,0.82152795,,
3330,1,0.000188857,0.82152795,,
3333,1,0.000188857,0.82152795,,
3334,1,0.000188857,0.82152795,,
3335,1,0.000188857,0.82152795,,
3340,1,0.000188857,0.82152795,,
3342,2,0.001621418,,,
3344,1,0.000188857,0.82152795,,
3345,0,0.000229885,,,
3347,1,0.000188857,0.82152795,,
3349,1,0.000188857,0.82152795,,
3350,1,0.000188857,0.82152795,,
3351,1,0.000188857,0.82152795,,
3352,1,0.000188857,0.82152795,,
3355,1,0.000188857,0.82152795,,
3357,1,0.000188857,0.82152795,,
3362,1,0.000188857,0.82152795,,
3365,1,0.000188857,0.82152795,,
3366,1,0.000188857,0.82152795,,
3367,1,0.000188857,0.82152795,,
3368,1,0.000188857,0.82152795,,
3369,1,0.000188857,0.82152795,,
3373,1,0.000188857,0.82152795,,
3376,1,0.000188857,0.82152795,,
3377,1,0.000188857,0.82152795,,
3378,1,0.000188857,0.82152795,,
3379,1,0.000188857,0.82152795,,
3380,1,0.000188857,0.82152795,,
3381,1,0.000188857,0.82152795,,
3385,1,0.000188857,0.82152795,,
3387,1,0.000188857,0.82152795,,
3388,1,0.000188857,0.82152795,,
3390,1,0.000188857,0.82152795,,
3398,1,0.000188857,0.82152795,,
3399,1,0.000188857,0.82152795,,
3400,1,0.000188857,0.82152795,,
3402,1,0.000188857,0.82152795,,
3403,1,0.000188857,0.82152795,,
3405,1,0.000188857,0.82152795,,
3407,1,0.000188857,0.82152795,,
3410,1,0.000188857,0.82152795,,
3414,1,0.000188857,0.82152795,,
3415,1,0.000188857,0.82152795,,
3417,1,0.000188857,0.82152795,,
3421,1,0.000188857,0.82152795,,
3423,1,0.000188857,0.82152795,,
3425,1,0.000188857,0.82152795,,
3426,1,0.000188857,0.82152795,,
3431,1,0.000188857,0.82152795,,
3432,1,0.000188857,0.82152795,,
3434,1,0.000188857,0.82152795,,
3436,1,0.000188857,0.82152795,,
3440,1,0.000188857,0.82152795,,
3441,1,0.000188857,0.82152795,,
3446,1,0.000188857,0.82152795,,
3448,1,0.000188857,0.82152795,,
3450,1,0.000188857,0.82152795,,
3451,1,0.000188857,0.82152795,,
3454,1,0.000188857,0.82152795,,
3455,1,0.000188857,0.82152795,,
3458,1,0.000188857,0.82152795,,
3459,1,0.000188857,0.82152795,,
3461,1,0.000188857,0.82152795,,
3462,1,0.000188857,0.82152795,,
3464,1,0.000188857,0.82152795,,
3465,1,0.000188857,0.82152795,,
3466,1,0.000188857,0.82152795,,
3473,1,0.000188857,0.82152795,,
3475,1,0.000188857,0.82152795,,
3476,1,0.000188857,0.82152795,,
3478,1,0.000188857,0.82152795,,
3479,1,0.000188857,0.82152795,,
3483,1,0.000188857,0.82152795,,
3484,1,0.000188857,0.82152795,,
3486,1,0.000188857,0.82152795,,
3492,1,0.000188857,0.82152795,,
3493,1,0.000188857,0.82152795,,
3496,1,0.000188857,0.82152795,,
3498,1,0.000188857,0.82152795,,
3500,1,0.000188857,0.82152795,,
3502,1,0.000188857,0.82152795,,
3503,1,0.000188857,0.82152795,,
3505,2,0.001621418,,,
3509,1,0.000188857,0.82152795,,
3511,1,0.000188857,0.82152795,,
3512,1,0.000188857,0.82152795,,
3515,1,0.000188857,0.82152795,,
3516,1,0.000188857,0.82152795,,
3518,1,0.000188857,0.82152795,,
3524,1,0.000188857,0.82152795,,
3525,1,0.000188857,0.82152795,,
3528,1,0.000188857,0.82152795,,
3531,1,0.000188857,0.82152795,,
3537,1,0.000188857,0.82152795,,
3539,1,0.000188857,0.82152795,,
3541,1,0.000188857,0.82152795,,
3543,1,0.000188857,0.82152795,,
3544,1,0.000188857,0.82152795,,
3548,1,0.000188857,0.82152795,,
3549,1,0.000188857,0.82152795,,
3551,1,0.000188857,0.82152795,,
3553,1,0.000188857,0.82152795,,
3554,1,0.000188857,0.82152795,,
3556,1,0.000188857,0.82152795,,
3557,1,0.000188857,0.82152795,,
3559,0,0.000229885,,,
3562,1,0.000188857,0.82152795,,
3563,1,0.000188857,0.82152795,,
3564,1,0.000188857,0.82152795,,
3570,1,0.000188857,0.82152795,,
3571,0,0.000229885,,,
3576,1,0.000188857,0.82152795,,
3577,1,0.000188857,0.82152795,,
3579,1,0.000188857,0.82152795,,
3580,1,0.000188857,0.82152795,,
3582,1,0.000188857,0.82152795,,
